"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"1097","312-07a",0.6,1.2,0.9,0.6,"Coarse till","Coarse","SW-SM","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.2,"Till","Alluvial","Organics",3,"Moraine",2,"",0.339334610878134
"1098","312-15",0.1,1.5,0.8,1.4,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Smooth","Undulating",0.1,"Till/sand","Alluvial","Organics",3,"Moraine",2,"",0.37491577400324
"1099","312-15",4,6.1,5.05,2.1,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Nbn/Nbe","Smooth","Undulating",0.1,"Till/sand","Alluvial","Organics",3,"Moraine",2,"",0.510202896396148
"1100","312-20",0.2,1.5,0.85,1.4,"Coarse till","Coarse","SP-SM","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0.2,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.144153161000445
"1101","312-22",0.1,1.2,0.65,1.2,"Coarse till","Coarse","SP-SM","No","Yes","Medium to high",45,"Vx/Nbe","Smooth","Undulating",0.1,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.284627289256866
"1102","312-22",1.2,4.3,2.75,3.1,"Coarse till","Coarse","SP-SM","No","Yes","Low",8,"Nf","Smooth","Undulating",0.1,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.154954283710212
"1103","325-1-36",0,5.5,2.75,5.5,"Coarse till","Coarse","SP-SM","Yes","Yes","Low",8,"Vx","Smooth","Flat",0,"Till","Glaciofluvial (outwash)","None",2,"Moraine",3,"",0.154954283710212
"1104","325-1-36",7,10,8.5,3,"Coarse till","Coarse","SP-SM","Yes","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Till","Glaciofluvial (outwash)","None",2,"Moraine",3,"",0.114110072515725
"1105","ENG.YARC03097-01//177_Pit (NTGS 11)",9,10.1,9.55,1.1,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons",0.110441149000206
"1106","ENG.YARC03097-01//177_Pit (NTGS 11)",6.3,8.5,7.4,2.2,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nbn/Nbe","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons",0.134785515348791
"1107","ENG.YARC03097-01//177_Pit (NTGS 11)",8.5,9,8.75,0.5,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons",0.113227003452112
"1108","ENG.YARC03097-01//Gunghi BH-01",11.4,18,14.7,6.6,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vs","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.10762480094333
"1109","ENG.YARC03097-01//Gunghi BH-01",18.3,20.4,19.35,2.1,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.0809255597885397
"1110","ENG.YARC03097-01//Gunghi BH-01",8.1,11.4,9.75,3.3,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nbe","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.125462829747491
"1111","ENG.YARC03097-01//Gunghi BH-02",13.5,15.8,14.65,2.3,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.107793281092783
"1112","ENG.YARC03097-01//Gunghi BH-02",12.9,13.5,13.2,0.6,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nbe","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.112780940736561
"1113","ENG.YARC03097-01//Gunghi BH-02",15.8,18,16.9,2.2,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nf/Nbn","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.087548758538447
"1114","ENG.YARC03097-01//Gunghi BH-02",12,12.9,12.45,0.9,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.115439016925072
"1115","ENG.YARC03097-01//HUS_H (NTGS 7)",0.9,2.4,1.65,1.5,"Coarse till","Coarse","SP","No","Yes","Low",8,"","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.160071810980298
"1116","ENG.YARC03097-01//HUS_H (NTGS 7)",7,9.1,8.05,2.1,"Coarse till","Coarse","SP","No","Yes","Low",8,"","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.132149898979492
"1117","ENG.YARC03097-01//HUS_H (NTGS 7)",9.1,17.6,13.35,8.5,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.0980153496623611
"1118","ENG.YARC03097-01//HUS_Slump (NTGS 17)",5.4,8.5,6.95,3.1,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.493550854201885
"1119","ENG.YARC03097-01//INU_H (NTGS 2)",6,7.2,6.6,1.2,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vx","Rugged","Flat",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"Reworked rolling hills",0.13809012469549
"1120","ENG.YARC03097-01//INU_H (NTGS 2)",1.5,6,3.75,4.5,"Coarse till","Coarse","SP","No","Yes","No visible ice",0,"Nbn","Rugged","Flat",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"Reworked rolling hills",0.132057158615646
"1121","ENG.YARC03097-01//ITH-08",4,4.6,4.3,0.6,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.516771893036206
"1122","ENG.YARC03097-01//ITH-09",2,3.66,2.83,1.66,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"",0.269323931525135
"1123","ENG.YARC03097-01//TUK_H (NTGS 10)",1.5,4.2,2.85,2.7,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.529453539759028
"1124","ENG.YARC03097-01//TUK_H (NTGS 10)",7.3,7.8,7.55,0.5,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Vs","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.488293536348552
"1125","ENG.YARC03097-01//TUK_H (NTGS 10)",8.2,12.3,10.25,4.1,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.464684350790996
"1126","ENG.YARC03097-01//TUK_H (NTGS 10)",12.3,13.5,12.9,1.2,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nbe","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.281826598486352
"1127","ENG.YARC03097-01//TUK_H (NTGS 10)",7.8,8.2,8,0.4,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vx","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.317860451296767
"1128","ENG.YARC03097-01//TUK_H (NTGS 10)",7.2,7.3,7.25,0.1,"Coarse till","Coarse","SP","No","Yes","High",87,"","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.681228874564347
"1129","GSC4 - 15",1.5,3.3,2.4,1.8,"Coarse till","Coarse","SP-SC","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.137577355412971
"1130","I401A - P3",2.1,3.7,2.9,1.6,"Coarse till","Coarse","SW-SM","No","Yes","Low",8,"Vx/Nf","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.357826013191944
"1131","I401A - P9",0,1.5,0.75,1.5,"Coarse till","Coarse","SW-SC","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Till","Colluvial","Colluvial",1,"Moraine",3,"",0.144586254945151
"1132","I401A - P9",1.5,4.6,3.05,3.1,"Coarse till","Coarse","SP-SC","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Till","Colluvial","Colluvial",1,"Moraine",3,"",0.134895658433337
"1133","PW10 - 33",0.2,1.5,0.85,1.4,"Coarse till","Coarse","SW","No","Yes","No visible ice",0,"Nf","Smooth","Rolling",0.2,"Till/sand","Hummocky","Organics",3,"Moraine",2,"",0.339727728132779
"1134","PW10 - P5",1.5,3.1,2.3,1.5,"Coarse till","Coarse","SP-SC","No","Yes","Low",8,"Nbe","Smooth","Undulating",0,"Sand/till","Hummocky","Colluvial",2,"Moraine",2,"",0.362674216401828
"1135","170-1-29",7,8.1,7.55,1.1,"Gravel","Coarse","GP-GM","No","Yes","Low",8,"Nbn","Smooth","Undulating",0,"Till/sand","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.134173384766039
"1136","174-07",2.5,6.1,4.3,3.6,"Gravel","Coarse","GP-GM","No","Yes","Medium to high",45,"","Rugged","Undulating",0.1,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.516771893036206
"1137","174-07",2,2.5,2.25,0.5,"Gravel","Coarse","GP","No","Yes","Low",8,"","Rugged","Undulating",0.1,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.36307951284124
"1138","174-09",3.7,7.3,5.5,3.6,"Gravel","Coarse","GP-GM","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.304165500109622
"1139","174-09",7.3,7.6,7.45,0.3,"Gravel","Coarse","GP-GM","No","Yes","Low",8,"Vx/Vc","Moderately rugged","Rolling",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.322056177246127
"1140","174-20",8,10.1,9.05,2.1,"Gravel","Coarse","GW","No","Yes","Low",8,"Vx/Vc","Moderately rugged","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.128180520755378
"1141","174-20",4.6,6.1,5.35,1.5,"Gravel","Coarse","GW","No","Yes","No visible ice",0,"Nf","Moderately rugged","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.125759068803108
"1142","174-20",3,4.6,3.8,1.6,"Gravel","Coarse","GW","No","Yes","Medium to high",45,"Vx/Vc","Moderately rugged","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.262684109510801
"1143","174-20",6.1,7.6,6.85,1.5,"Gravel","Coarse","GW","No","Yes","Low",8,"Vx/Vc","Moderately rugged","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.137050189231138
"1144","174-20",7.6,8,7.8,0.4,"Gravel","Coarse","GW","No","Yes","Low",8,"","Moderately rugged","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.133158388707361
"1145","174-28",1.5,3,2.25,1.5,"Gravel","Coarse","GW-GM","No","Yes","No visible ice",0,"Nbn/Nf","Moderately rugged","Rolling",0.1,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.328805467324727
"1146","174-48",0,1.4,0.7,1.4,"Gravel","Coarse","GP","No","Yes","No visible ice",0,"Nf","Rugged","Rolling",0,"Gravel/till","Glaciofluvial (ice-contact)","Colluvial",2,"Moraine",3,"",0.144803207096375
"1147","174-51",3,6.1,4.55,3.1,"Gravel","Coarse","GP-GM","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.2,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"",0.128875335867979
"1148","174-51",6.1,9.1,7.6,3,"Gravel","Coarse","GP-GM","No","Yes","Low",8,"Vx/Vc","Smooth","Undulating",0.2,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"",0.133969863902649
"1149","19A-07",3,5.2,4.1,2.2,"Gravel","Coarse","GP-GM","No","Yes","Medium to high",45,"Vx/Nf","Smooth","Undulating",0.2,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons",0.26065202338198
"1150","19A-08",3,4.1,3.55,1.1,"Gravel","Coarse","GW-GM","No","Yes","Low",8,"Vc","Smooth","Undulating",0.2,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons",0.151316952595774
"1151","19A-08",1.5,3,2.25,1.5,"Gravel","Coarse","GW-GM","No","Yes","No visible ice",0,"","Smooth","Undulating",0.2,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons",0.138202536870992
"1152","19A-08",4.1,4.6,4.35,0.5,"Gravel","Coarse","GW-GM","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons",0.258966412902535
"1153","307-12-2",0,0.9,0.45,0.9,"Gravel","Coarse","GW-GM","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0,"Gravel/till","Glaciofluvial (ice-contact)","Colluvial",2,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.342880585591218
"1154","309-41",3,4.6,3.8,1.6,"Gravel","Coarse","GW-GM","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near thermokarst lakes",0.131856358900275
"1155","312-15",2.4,3,2.7,0.6,"Gravel","Coarse","GW","No","Yes","Low",8,"Nf","Smooth","Undulating",0.1,"Till/sand","Alluvial","Organics",3,"Moraine",2,"",0.359438908498495
"1156","ENG.YARC03097-01//HUS_H (NTGS 7)",17.6,20.1,18.85,2.5,"Gravel","Coarse","GP","No","Yes","High",87,"","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.317781476585072
"1157","ENG.YARC03097-01//HUS_H (NTGS 7)",5.7,7,6.35,1.3,"Gravel","Coarse","GP","No","Yes","High",87,"","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.419280493789698
"1158","ENG.YARC03097-01//HUS_Slump (NTGS 17)",8.5,9.1,8.8,0.6,"Gravel","Coarse","GP","No","Yes","Low",8,"Vx","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.311810129200263
"1159","ENG.YARC03097-01//HUS_Slump (NTGS 17)",3.3,3.6,3.45,0.3,"Gravel","Coarse","GP","No","Yes","High",87,"","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.709437869694082
"1160","174-07",0,0.1,0.05,0.1,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.1,"Till/gravel","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.553299067207198
"1161","307-7-4",0,0.6,0.3,0.6,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Vx","Smooth","Rolling",0.6,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.378536211430779
"1162","309-41",0.2,0.6,0.4,0.5,"Organics","Organics","ORGANICS","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near thermokarst lakes",0.145847397603531
"1163","312-07a",0.2,0.6,0.4,0.5,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Till","Alluvial","Organics",3,"Moraine",2,"",0.550264172055966
"1164","312-27",1.2,1.5,1.35,0.3,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.542008356679487
"1165","312-27",0.9,1.1,1,0.2,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Nbe","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.372780128890894
"1166","312-27",0.6,0.9,0.75,0.3,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx/Nbe","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.547225530773986
"1167","312-27",1.1,1.2,1.15,0.1,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.543748495936294
"1168","312-27",0.2,0.6,0.4,0.5,"Organics","Organics","ORGANICS","No","Yes","No visible ice",0,"Nf","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.342799882605626
"1169","ENG.YARC03097-01//177_Pond (NTGS 12)",0.9,1.2,1.05,0.3,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"","Smooth","Undulating",1.5,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Within ice wedge polygons",0.337684242225947
"1170","ENG.YARC03097-01//177_Pond (NTGS 12)",0.2,0.9,0.55,0.7,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"","Smooth","Undulating",1.5,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Within ice wedge polygons",0.341616051297105
"1171","ENG.YARC03097-01//177_Pond (NTGS 12)",0,0.2,0.1,0.2,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"","Smooth","Undulating",1.5,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Within ice wedge polygons",0.345173410756908
"1172","ENG.YARC03097-01//Gunghi BH-01",3,3.1,3.05,0.1,"Organics","Organics","ORGANICS","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.134649469735033
"1173","ENG.YARC03097-01//HUS_H (NTGS 7)",0,0.1,0.05,0.1,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Vx","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.167464003756963
"1174","ENG.YARC03097-01//HUS_H (NTGS 7)",0.4,0.9,0.65,0.5,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.284197606665615
"1175","ENG.YARC03097-01//HUS_H (NTGS 7)",0.1,0.4,0.25,0.3,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Smooth","Flat",0.9,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"",0.287059167272638
"1176","ENG.YARC03097-01//HUS_R (NTGS 9)",1.8,4,2.9,2.2,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",5.5,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.268426443882918
"1177","ENG.YARC03097-01//HUS_R (NTGS 9)",1.2,1.8,1.5,0.6,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Vr","Smooth","Undulating",5.5,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.160495490817601
"1178","ENG.YARC03097-01//HUS_R (NTGS 9)",4,5.4,4.7,1.4,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",5.5,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.128050155219859
"1179","ENG.YARC03097-01//HUS_R (NTGS 9)",0,1.2,0.6,1.2,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Vx","Smooth","Undulating",5.5,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.164792732534932
"1180","ENG.YARC03097-01//HUS_Slump (NTGS 17)",0,0.5,0.25,0.5,"Organics","Organics","ORGANICS","No","Yes","Low",8,"Vx","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.378948694188165
"1181","ENG.YARC03097-01//INU_H (NTGS 2)",0.2,1.5,0.85,1.3,"Organics","Organics","PEAT","No","Yes","Low",8,"Vx","Rugged","Flat",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"Reworked rolling hills",0.163589871192145
"1182","ENG.YARC03097-01//INU_P (NTGS 1)",0.2,2.2,1.2,2,"Organics","Organics","PEAT","No","Yes","Low",8,"","Smooth","Flat",2,"Till","Hummocky","Organics",3,"Moraine",3,"Within ice wedge polygons",0.161917743946808
"1183","ENG.YARC03097-01//INU_P (NTGS 1)",2.8,3,2.9,0.2,"Organics","Organics","PEAT","No","Yes","Low",8,"","Smooth","Flat",2,"Till","Hummocky","Organics",3,"Moraine",3,"Within ice wedge polygons",0.153991639148891
"1184","ENG.YARC03097-01//INU_R (NTGS 3)",0,0.8,0.4,0.8,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.145847397603531
"1185","ENG.YARC03097-01//INU_R (NTGS 3)",0.8,2.8,1.8,2,"Organics","Organics","PEAT","No","Yes","High",87,"","Rugged","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.458020822859975
"1186","ENG.YARC03097-01//INU_R (NTGS 3)",8.5,10,9.25,1.5,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.227012801831012
"1187","ENG.YARC03097-01//ITH-09",1.5,2,1.75,0.5,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"",0.140049257054211
"1188","ENG.YARC03097-01//ITH-10",4.6,5,4.8,0.4,"Organics","Organics","ORGANICS","No","Yes","No visible ice",0,"","Moderately rugged","Moderately steep",0,"Till","Alluvial","None",2,"Moraine",3,"",0.127659201503712
"1189","ENG.YARC03097-01//ITH-12",2.74,3.05,2.895,0.31,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"",0.268460870241886
"1190","ENG.YARC03097-01//TUK_H (NTGS 10)",0,0.2,0.1,0.2,"Organics","Organics","ORGANICS","No","Yes","No visible ice",0,"","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.345173410756908
"1191","ENG.YARC03097-01//TVC_R (NTGS 6)",0,0.9,0.45,0.9,"Organics","Organics","PEAT","No","Yes","Low",8,"Vx","Smooth","Flat",1.5,"Till/clay","Hummocky","Organics",3,"Moraine",3,"Within ice wedge polygons",0.165517851103626
"1192","ENG.YARC03097-01//TVC_R (NTGS 6)",1,1.5,1.25,0.5,"Organics","Organics","PEAT","No","Yes","No visible ice",0,"","Smooth","Flat",1.5,"Till/clay","Hummocky","Organics",3,"Moraine",3,"Within ice wedge polygons",0.142173882921401
"1193","GSC4 - 15",0,0.2,0.1,0.2,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.288136678881413
"1194","GSC4 - 15",0.2,1.5,0.85,1.3,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"","Smooth","Undulating",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"",0.282773294281371
"1195","W14103137-CR17aN",0.9,1.2,1.05,0.3,"Organics","Organics","PEAT","No","Yes","High",87,"","Moderately rugged","Undulating",2.2,"Till","Hummocky","Organics",3,"Moraine",3,"",0.46455519500649
"1196","W14103137-CR17aN",0.1,0.9,0.5,0.8,"Organics","Organics","ORGANICS","No","Yes","Medium to high",45,"Vr","Moderately rugged","Undulating",2.2,"Till","Hummocky","Organics",3,"Moraine",3,"",0.28526867493549
"1197","W14103137-CR17aN",1.2,2.2,1.7,1,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",2.2,"Till","Hummocky","Organics",3,"Moraine",3,"",0.276768480168004
"1198","W14103137-CR21S",1,1.2,1.1,0.2,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",3,"Till","Lacustrine","Organics",3,"Moraine",2,"",0.544183365614657
"1199","W14103137-CR21S",1.2,3,2.1,1.8,"Organics","Organics","PEAT","No","Yes","High",87,"","Moderately rugged","Undulating",3,"Till","Lacustrine","Organics",3,"Moraine",2,"",0.718670452339564
"1200","W14103137-CR21S",0,1,0.5,1,"Organics","Organics","PEAT","No","Yes","High",87,"","Moderately rugged","Undulating",3,"Till","Lacustrine","Organics",3,"Moraine",2,"",0.729871994368463
"1201","W14103137-CR30a4",0,0.3,0.15,0.3,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.287777240914339
"1202","W14103137-CRA3S",0.5,2.6,1.55,2.1,"Organics","Organics","PEAT","No","Yes","Medium to high",45,"","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.277822416929605
"1203","170-1-12",2.4,5.5,3.95,3.1,"Sand","Coarse","SM","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Till/sand","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.131255513054077
"1204","170-1-2",2.4,4.1,3.25,1.7,"Sand","Coarse","SM-SC","No","Yes","Low",8,"Vc/Vs","Smooth","Rolling",0,"Till/sand","Glaciofluvial (ice-contact)","None",2,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.355011194972951
