"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"1205","170-1-29",1.5,2.4,1.95,0.9,"Sand","Coarse","SM-SC","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Till/sand","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.139460055611957
"1206","170-1-8",2.3,5.8,4.05,3.5,"Sand","Coarse","SM","No","Yes","Low",8,"Vs","Smooth","Undulating",0,"Till/sand","Glaciofluvial (ice-contact)","None",2,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.348615121490967
"1207","174-02",1.8,3.5,2.65,1.7,"Sand","Coarse","SM","No","Yes","Low",8,"Nf","Moderately rugged","Undulating",0.1,"Silt/till/sand","Glaciofluvial (ice-contact)","Organics",3,"Moraine",1,"Near ice wedge polygons and thermokarst lakes",0.631965950938533
"1208","174-54",0.6,1,0.8,0.4,"Sand","Coarse","SC","No","Yes","Low",8,"Vx","Rugged","Rolling",0.2,"Silt/sand/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",1,"",0.646918700817318
"1209","307-7-5",2.3,2.6,2.45,0.3,"Sand","Coarse","SM","No","Yes","No visible ice",0,"","Smooth","Flat",0.1,"Till/sand","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.137369490433411
"1210","312-15",1.5,2.4,1.95,0.9,"Sand","Coarse","SC","No","Yes","Medium to high",45,"Nbn","Smooth","Undulating",0.1,"Till/sand","Alluvial","Organics",3,"Moraine",2,"",0.537306865204881
"1211","312-20",4,6.1,5.05,2.1,"Sand","Coarse","SM","No","Yes","Low",8,"Vc/Nf","Smooth","Flat",0.2,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.144686327399607
"1212","312-20",3,4,3.5,1,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nf/Nbn","Smooth","Flat",0.2,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.133065049119745
"1213","312-22",5,6.1,5.55,1.1,"Sand","Coarse","SC","No","Yes","Medium to high",45,"","Smooth","Undulating",0.1,"Till","Alluvial","Organics",3,"Moraine",3,"Near braided river system",0.250974746472591
"1214","ENG.YARC03097-01//HUS_Slump (NTGS 17)",9.1,10.5,9.8,1.4,"Sand","Coarse","SP","No","Yes","High",87,"","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.661507697332314
"1215","ENG.YARC03097-01//I401A_Upper (NTGS 16)",0,0.5,0.25,0.5,"Sand","Coarse","SP","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",3,"Moraine",3,"Reworked rolling hills",0.146767962592082
"1216","ENG.YARC03097-01//TUK_H (NTGS 10)",4.6,5.4,5,0.8,"Sand","Coarse","SP","No","Yes","High",87,"","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.698109471703001
"1217","ENG.YARC03097-01//TUK_H (NTGS 10)",5.4,5.6,5.5,0.2,"Sand","Coarse","SP","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"",0.506259660905888
"1218","GSC1A - P2",1.2,2.1,1.65,0.9,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn/Nf","Smooth","Rolling",0,"Till/sand","Hummocky","None",2,"Moraine",2,"",0.333464648889182
"1219","I401A - 13",3.4,4.7,4.05,1.3,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn/Nf","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.315031133319896
"1220","I401A - 13",4.7,11.9,8.3,7.2,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.283795923663639
"1221","I401A - 49",0,1.1,0.55,1.1,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",3,"Moraine",2,"",0.342091057226814
"1222","I401A - 49",2.6,4.1,3.35,1.5,"Sand","Coarse","SC","No","Yes","Low",8,"Vx/Nbn","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",3,"Moraine",2,"",0.35420879070643
"1223","I401A - P3",0,2.1,1.05,2.1,"Sand","Coarse","SM","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.338156589069658
"1224","I401A - P3",3.7,8.2,5.95,4.6,"Sand","Coarse","SC-SM","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.30083660725368
"1225","I401A - P3",8.2,9.3,8.75,1.1,"Sand","Coarse","SC-SM","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0,"Sand/till","Colluvial","Colluvial",2,"Moraine",2,"",0.477787826207937
"1226","I401A - P9",7.5,7.6,7.55,0.1,"Sand","Coarse","SC-SM","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Till","Colluvial","Colluvial",1,"Moraine",3,"",0.134173384766039
"1227","I401A - P9",6.7,7.5,7.1,0.8,"Sand","Coarse","SC-SM","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Till","Colluvial","Colluvial",1,"Moraine",3,"",0.119166783333442
"1228","PW10 - 33",1.5,2.7,2.1,1.2,"Sand","Coarse","SC","No","Yes","Low",8,"Vx","Smooth","Rolling",0.2,"Till/sand","Hummocky","Organics",3,"Moraine",2,"",0.364296567886197
"1229","PW10 - P5",3.1,4,3.55,0.9,"Sand","Coarse","SC","No","Yes","Low",8,"Nbe","Smooth","Undulating",0,"Sand/till","Hummocky","Colluvial",2,"Moraine",2,"",0.352606445488215
"1230","PW10 - P5",0,1.5,0.75,1.5,"Sand","Coarse","SC","No","Yes","Low",8,"Nbe","Smooth","Undulating",0,"Sand/till","Hummocky","Colluvial",2,"Moraine",2,"",0.375326694258364
"1231","W14103137-AH117.8N",3.6,6.1,4.85,2.5,"Sand","Coarse","","No","Yes","Medium to high",45,"","Smooth","Undulating",0.1,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.255616533103709
"1232","W14103137-CR30a1",5.9,21,13.45,15.1,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Undulating",0,"Sand/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.277940109415249
"1233","W14103137-CR30a1",0,1.35,0.675,1.35,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Sand/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.34110537587028
"1234","W14103137-CR30a1",5.2,5.9,5.55,0.7,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Sand/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.303794600056121
"1235","W14103137-CR30a2",6.7,12.7,9.7,6,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.305079525473795
"1236","W14103137-CR30a2",15.2,16.1,15.65,0.9,"Sand","Coarse","","No","Yes","Low",8,"Vc","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.262728332474074
"1237","W14103137-CR30a2",4.3,4.4,4.35,0.1,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.312765875635049
"1238","W14103137-CR30a2",4.4,6.7,5.55,2.3,"Sand","Coarse","","No","Yes","Low",8,"","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.336769657228785
"1239","W14103137-CR30a2",14.9,15.2,15.05,0.3,"Sand","Coarse","","No","Yes","No visible ice",0,"","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.238237047800615
"1240","W14103137-CR30a2",12.7,13.4,13.05,0.7,"Sand","Coarse","","No","Yes","Medium to high",45,"Vr/Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.440368149611237
"1241","W14103137-CR30a2",16.1,20.1,18.1,4,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.246431747324113
"1242","W14103137-CR30a2",20.1,20.7,20.4,0.6,"Sand","Coarse","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.378160344782974
"1243","W14103137-CR30a4",12.1,21,16.55,8.9,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.101552005280998
"1244","W14103137-CR30a4",10.3,12.1,11.2,1.8,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.104884503809597
"1245","W14103137-CR30a4",5.8,9.65,7.725,3.85,"Sand","Coarse","","No","Yes","Low",8,"Vx","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.133462203273583
"1246","W14103137-CRA3S",16.5,21.3,18.9,4.8,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.0942775044142012
"1247","W14103137-CRA3S",8.2,12.2,10.2,4,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.108222023246978
"1248","W14103137-CRA3S",12.2,13.4,12.8,1.2,"Sand","Coarse","","No","Yes","Low",8,"Vx","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.114191867330459
"1249","W14103137-CRA3S",13.4,15.8,14.6,2.4,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.107961993079115
"1250","W14103137-S6-BH01",8.5,9.3,8.9,0.8,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.2,"Till","Colluvial","Organics",3,"Moraine",3,"",0.112700027976653
"1251","W14103137-S6-BH02",3.4,5,4.2,1.6,"Sand","Coarse","","No","Yes","Low",8,"Vx","Smooth","Undulating",0.1,"Till","Colluvial","Organics",3,"Moraine",3,"",0.148413527711908
"1252","W14103137-S6-BH13",8.3,9.1,8.7,0.8,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.1,"Till","Colluvial","Organics",3,"Moraine",3,"",0.113403139031226
"1253","172-2-1",4.3,5.8,5.05,1.5,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Till/silt","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.0920660699060866
"1254","172-2-1",2.3,4.3,3.3,2,"Silt","Fine","","No","Yes","Low",8,"","Smooth","Undulating",0,"Till/silt","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.111477298607553
"1255","172-2-5",4.3,4.9,4.6,0.6,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",0,"Till/silt","Glaciolacustrine","None",2,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.239361992410634
"1256","172-2-5",2.3,4.3,3.3,2,"Silt","Fine","","No","Yes","Low",8,"","Smooth","Flat",0,"Till/silt","Glaciolacustrine","None",2,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.277072060109968
"1257","174-02",0.1,0.3,0.2,0.2,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.1,"Silt/till/sand","Glaciofluvial (ice-contact)","Organics",3,"Moraine",1,"Near ice wedge polygons and thermokarst lakes",0.566199915034404
"1258","174-09",0.1,0.6,0.35,0.6,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Moderately rugged","Rolling",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.298258829742348
"1259","174-54",0.2,0.6,0.4,0.5,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Rugged","Rolling",0.2,"Silt/sand/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",1,"",0.526919331878337
"1260","2.45-1-1",2.7,4,3.35,1.3,"Silt","Fine","","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Silt/till","Hummocky","Colluvial",2,"Moraine",3,"Near a river and thermokarst lakes",0.111303778692911
"1261","2.45-1-1",4.6,6.1,5.35,1.5,"Silt","Fine","","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Silt/till","Hummocky","Colluvial",2,"Moraine",3,"Near a river and thermokarst lakes",0.10455443451693
"1262","2.45-1-16",2.1,5.6,3.85,3.5,"Silt","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.15,"Till/silt","Hummocky","Organics",3,"Moraine",3,"Near a river and thermokarst lakes",0.109581540851783
"1263","2.45-1-20",0,0.8,0.4,0.8,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Flat",0,"Silt/till","Hummocky","Colluvial",2,"Moraine",3,"Near a river and thermokarst lakes",0.121953118068524
"1264","307-14-2",0.1,0.8,0.45,0.7,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.297525527677053
"1265","307-7-4",0.6,1.2,0.9,0.6,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Rolling",0.6,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",2,"Near ice wedge polygons and thermokarst lakes",0.294238575888546
"1266","307-8-9",1.1,1.5,1.3,0.4,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",0.2,"Till/silt","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.11861433975413
"1267","312-15",3,4,3.5,1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn/Nbe","Smooth","Undulating",0.1,"Till/sand","Alluvial","Organics",3,"Moraine",2,"",0.434126649886061
"1268","312-27",3,6.1,4.55,3.1,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf/Nbn","Smooth","Flat",1.5,"Till","Alluvial","Organics",3,"Moraine",2,"Near braided river system",0.239681309194502
"1269","325-1-36",5.5,7,6.25,1.5,"Silt","Fine","ML","Yes","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Till","Glaciofluvial (outwash)","None",2,"Moraine",3,"",0.088609050936372
"1270","ENG.YARC03097-01//Gunghi BH-02",18.3,20.4,19.35,2.1,"Silt","Fine","ML","No","Yes","Low",8,"Nbe","Rugged","Undulating",0,"Till","Hummocky","None",2,"Moraine",3,"Near ice wedge polygons and thermokarst lakes",0.0667036618467994
"1271","ENG.YARC03097-01//HUS_Slump (NTGS 17)",2.5,3.3,2.9,0.8,"Silt","Fine","ML","No","Yes","High",87,"","Smooth","Undulating",0.5,"Till/clay","Glaciofluvial (outwash)","Organics",3,"Moraine",2,"Near thermokarst lake",0.634540024914811
"1272","ENG.YARC03097-01//INU_H (NTGS 2)",19.5,20.7,20.1,1.2,"Silt","Fine","ML-CL","No","Yes","Medium to high",45,"","Rugged","Flat",1.5,"Till","Hummocky","Organics",3,"Moraine",3,"Reworked rolling hills",0.123061964439977
"1273","ENG.YARC03097-01//ITH-01",2.44,2.6,2.52,0.16,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Undulating",0,"Till/clay","Hummocky","None",2,"Moraine",2,"",0.252890653280481
"1274","ENG.YARC03097-01//ITH-01",3.35,4,3.675,0.65,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till/clay","Hummocky","None",2,"Moraine",2,"",0.432619983698031
"1275","ENG.YARC03097-01//ITH-03",1,2.3,1.65,1.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"",0.450123492975533
"1276","ENG.YARC03097-01//ITH-04",2.44,3,2.72,0.56,"Silt","Fine","ML","No","Yes","Low",8,"","Moderately rugged","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"",0.281163669068265
"1277","ENG.YARC03097-01//ITH-05",1.65,2.7,2.175,1.05,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.255182845066097
"1278","ENG.YARC03097-01//ITH-05",2.7,3.66,3.18,0.96,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.277915581374501
"1279","ENG.YARC03097-01//ITH-06",3.35,3.75,3.55,0.4,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.275319804917003
"1280","ENG.YARC03097-01//ITH-06",3,3.35,3.175,0.35,"Silt","Fine","ML","No","Yes","Low",8,"Vx, Vs","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.277950762355368
"1281","ENG.YARC03097-01//ITH-06",3.95,4.2,4.075,0.25,"Silt","Fine","ML","No","Yes","Low",8,"Vs","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.271662520699717
"1282","ENG.YARC03097-01//ITH-06",2.1,3,2.55,0.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.442326258923225
"1283","ENG.YARC03097-01//ITH-07",2.1,2.7,2.4,0.6,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.283436789219936
"1284","ENG.YARC03097-01//ITH-07",2.7,4.6,3.65,1.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Flat",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.432835146110517
"1285","ENG.YARC03097-01//ITH-08",2.44,4,3.22,1.56,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till/silt","Hummocky","None",2,"Moraine",2,"Near thermokarst lake and ice wedge polygons",0.436539838852249
"1286","ENG.YARC03097-01//ITH-10",4.3,4.6,4.45,0.3,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Moderately rugged","Moderately steep",0,"Till","Alluvial","None",2,"Moraine",3,"",0.0938396551782213
"1287","ENG.YARC03097-01//ITH-10",5,6.1,5.55,1.1,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Moderately rugged","Moderately steep",0,"Till","Alluvial","None",2,"Moraine",3,"",0.10389975698761
"1288","ENG.YARC03097-01//ITH-11",2.7,3.8,3.25,1.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx, Vs","Smooth","Rolling",0,"Till/silt","Glaciofluvial (ice-contact)","None",2,"Moraine",2,"",0.436281137029809
"1289","ENG.YARC03097-01//ITH-11",1.52,2.7,2.11,1.18,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Rolling",0,"Till/silt","Glaciofluvial (ice-contact)","None",2,"Moraine",2,"",0.446134932091247
"1290","ENG.YARC03097-01//ITH-12",3.5,5.2,4.35,1.7,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"",0.195990824013658
"1291","ENG.YARC03097-01//ITH-12",3.05,3.5,3.275,0.45,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",0,"Till","Glaciofluvial (ice-contact)","None",2,"Moraine",3,"",0.111564147249163
"1292","ENG.YARC03097-01//ITH-13",0.9,2.1,1.5,1.2,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Flat",0,"Till/clay","Glaciofluvial (outwash)","None",2,"Moraine",2,"Near ice wedge polygons",0.259706903855571
"1293","ENG.YARC03097-01//ITH-14",1.21,3.2,2.205,1.99,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",0,"Till/silt","Glaciofluvial (outwash)","None",2,"Moraine",2,"",0.284827405475124
"1294","W14103137-CR30a2",13.7,14.9,14.3,1.2,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.182982647678336
"1295","W14103137-CR30a2",0.3,0.9,0.6,0.6,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.265819406760947
"1296","W14103137-CR30a2",3.2,4.3,3.75,1.1,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.244829966227583
"1297","W14103137-CR30a2",13.4,13.7,13.55,0.3,"Silt","Fine","","No","Yes","Medium to high",45,"Vr/Nbn","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (outwash)","Colluvial",2,"Moraine",2,"Near river",0.35037445179269
"1298","W14103137-CR30a4",5.7,5.8,5.75,0.1,"Silt","Fine","","No","Yes","Low",8,"Vx","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.103248706114083
"1299","W14103137-CR30a4",9.65,9.85,9.75,0.2,"Silt","Fine","","No","Yes","Low",8,"Vx","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.0909673365964942
"1300","W14103137-CR30a4",3.7,5.7,4.7,2,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0.3,"Till","Glaciofluvial (outwash)","Organics",3,"Moraine",3,"Near river",0.0930969687528132
"1301","W14103137-CRA3S",15.8,16.5,16.15,0.7,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Flat",2.6,"Till","Glaciofluvial (ice-contact)","Organics",3,"Moraine",3,"Within ice wedge polygons",0.0740370358410514
"1302","W14103137-S6-BH04",0.1,0.1,0.1,0,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.1,"Silt/till","Colluvial","Organics",3,"Moraine",3,"Outide of LiDAR DEM range",0.220537813147565
