,X,Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes,fittedvalues_beta,fittedvalues_beta_lwrCI_reg,fittedvalues_beta_uprCI_reg,fittedvalues_beta_lwrCI_siteid,fittedvalues_beta_uprCI_siteid
496,695,325-1-16,4.9,10,7.45,5.1,Gravel,Coarse,GP,Yes,Yes,No visible ice,0,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.177027476,0.041285492,0.50429204,3.62E-05,0.998631117
643,694,325-1-16,0.9,4.9,2.9,4,Sand,Coarse,SM,Yes,Yes,No visible ice,0,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.20147647,0.053714651,0.512399343,5.25E-05,0.998562226
801,696,325-1-16,0.3,0.9,0.6,0.6,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.497918374,0.092877884,0.889421902,4.90E-05,0.999898318
450,698,325-1-17,2,11.3,6.65,9.3,Coarse till,Coarse,SP-SW,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.204728381,0.047574438,0.553247539,4.07E-05,0.998926297
802,697,325-1-17,0.3,2,1.15,1.7,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.178820211,0.03564343,0.548721707,2.80E-05,0.998786158
451,700,325-1-2,2.1,6.1,4.1,4,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.219669246,0.05510103,0.557736544,5.02E-05,0.998896331
803,699,325-1-2,0.2,2.1,1.15,1.9,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.178820211,0.03564343,0.548721707,2.80E-05,0.998786158
452,704,325-1-21,1.7,10.4,6.05,8.7,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.208174695,0.049252367,0.554304585,4.28E-05,0.99891932
804,703,325-1-21,0.3,1.7,1,1.4,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.17959378,0.035957767,0.548986509,2.83E-05,0.998784191
453,709,325-1-23,6.9,10,8.45,3.1,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.194644531,0.042860778,0.55007355,3.51E-05,0.998946959
644,708,325-1-23,0.6,6.9,3.75,6.3,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.22177995,0.05621782,0.558351963,5.16E-05,0.998892154
805,707,325-1-23,0.25,0.6,0.425,0.35,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.182583344,0.037187623,0.550001324,2.97E-05,0.998776622
454,710,325-1-25,4.3,5.6,4.95,1.3,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.19016072,0.047728983,0.508747154,4.44E-05,0.998593684
645,711,325-1-25,2.1,4.3,3.2,2.2,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.225125983,0.058015865,0.559318687,5.40E-05,0.998885557
646,714,325-1-25,5.6,7,6.3,1.4,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.182978299,0.044139059,0.50634152,3.98E-05,0.998614023
806,712,325-1-25,0,0.3,0.15,0.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.184026739,0.037790017,0.550486524,3.03E-05,0.998772985
807,713,325-1-25,0.3,2.1,1.2,1.8,Silt,Fine,ML,Yes,Yes,High,87,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.49265979,0.089854184,0.889000489,4.66E-05,0.999898975
497,718,325-1-26,5.6,9.5,7.55,3.9,Gravel,Coarse,GP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.17651726,0.04104587,0.504113816,3.59E-05,0.998632594
647,716,325-1-26,1.2,5.6,3.4,4.4,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.198670879,0.0521925,0.511508672,5.04E-05,0.998569963
808,715,325-1-26,9.5,10,9.75,0.5,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.121590648,0.019459117,0.485820118,1.31E-05,0.998577425
809,717,325-1-26,0,1.2,0.6,1.2,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.497918374,0.092877884,0.889421902,4.90E-05,0.999898318
455,721,325-1-27,2.9,5.8,4.35,2.9,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.19342145,0.04941208,0.509816202,4.67E-05,0.998584548
648,720,325-1-27,5.8,7,6.4,1.2,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.182454734,0.043883632,0.506163311,3.94E-05,0.998615518
649,722,325-1-27,0.9,2.9,1.9,2,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.207176232,0.05688536,0.514180443,5.70E-05,0.998546628
810,719,325-1-27,0,0.9,0.45,0.9,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.499233138,0.093647952,0.889527035,4.96E-05,0.999898153
456,726,325-1-28,2.7,7.8,5.25,5.1,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.188546198,0.046907991,0.5082126,4.33E-05,0.998598229
650,725,325-1-28,1.4,2.7,2.05,1.3,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.206313733,0.05639878,0.5139133,5.63E-05,0.998548978
811,723,325-1-28,0,1.4,0.7,1.4,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.49704188,0.092367667,0.889351764,4.86E-05,0.999898427
812,724,325-1-28,7.8,8.5,8.15,0.7,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.127710476,0.021401614,0.488670031,1.50E-05,0.99855265
457,727,325-1-29,2.4,7,4.7,4.6,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.191514219,0.048423552,0.509192601,4.53E-05,0.998589884
651,729,325-1-29,1.1,2.4,1.75,1.3,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.208041392,0.057375883,0.514447578,5.77E-05,0.998544273
813,728,325-1-29,0,1.1,0.55,1.1,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons,0.498356626,0.09313394,0.889456956,4.92E-05,0.999898263
458,730,325-1-3,3.7,6.9,5.3,3.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,,0.081183457,0.013161657,0.366046602,3.81E-06,0.999489003
814,731,325-1-3,1.4,3.7,2.55,2.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,,0.063556887,0.008282226,0.357297211,2.09E-06,0.999439172
459,748,325-1-34,0.8,10,5.4,9.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.211956245,0.051133382,0.555449163,4.51E-05,0.998911711
509,747,325-1-34,0,0.3,0.15,0.3,Organics,Organics,ORGANICS,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.243936672,0.043809445,0.677984909,2.61E-05,0.99939088
815,749,325-1-34,0.3,0.8,0.55,0.5,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons,0.181930168,0.036916869,0.549780747,2.94E-05,0.998778271
460,751,325-1-35,0.8,10,5.4,9.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.211956245,0.051133382,0.555449163,4.51E-05,0.998911711
816,750,325-1-35,0.15,0.8,0.475,0.65,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.182321855,0.037079093,0.549913096,2.96E-05,0.998777282
1103,753,325-1-36,0,5.5,2.75,5.5,Coarse till,Coarse,SP-SM,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,,0.154954284,0.022006058,0.587844894,1.88E-06,0.999889936
1104,754,325-1-36,7,10,8.5,3,Coarse till,Coarse,SP-SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,,0.114110073,0.014160199,0.530746245,1.11E-06,0.99986695
1269,752,325-1-36,5.5,7,6.25,1.5,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,,0.088609051,0.008649717,0.520407654,5.87E-07,0.999854757
461,760,325-1-39,0.6,5.8,3.2,5.2,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.199789576,0.052796407,0.51186495,5.13E-05,0.998566873
652,761,325-1-39,5.8,7.3,6.55,1.5,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.18167157,0.043503135,0.505895996,3.90E-05,0.998617757
817,762,325-1-39,0,0.6,0.3,0.6,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.161632763,0.034023337,0.502659597,2.85E-05,0.998424713
462,763,325-1-4,2.4,10,6.2,7.6,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.207309126,0.048827697,0.554040369,4.22E-05,0.998921069
818,764,325-1-4,0.2,2.4,1.3,2.2,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,,0.17804925,0.035331741,0.548456878,2.76E-05,0.998788121
463,765,325-1-40,0.9,7.3,4.1,6.4,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.194792576,0.050129853,0.510261612,4.76E-05,0.998580725
653,767,325-1-40,7.3,8.5,7.9,1.2,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.174740601,0.040217633,0.503490026,3.49E-05,0.998637749
819,766,325-1-40,0,0.9,0.45,0.9,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,,0.160921383,0.033725319,0.50239225,2.81E-05,0.998427261
464,768,325-1-5,2.4,10,6.2,7.6,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,,0.078860605,0.012470554,0.364558895,3.54E-06,0.999493946
820,769,325-1-5,1.7,2.4,2.05,0.7,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,,0.064608264,0.008535303,0.358116215,2.18E-06,0.999436135
654,770,325-1-6,3.2,7.9,5.55,4.7,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.069998662,0.011748931,0.322583148,3.54E-06,0.999344538
821,771,325-1-6,1.4,3.2,2.3,1.8,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.064080567,0.00840782,0.357706609,2.13E-06,0.999437656
822,772,325-1-6,0,1.4,0.7,1.4,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.244430655,0.024423067,0.787763434,4.07E-06,0.999952384
465,776,325-1-7,4.9,8.7,6.8,3.8,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.077345961,0.012029852,0.363568525,3.37E-06,0.999497215
655,773,325-1-7,2.7,4.9,3.8,2.2,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.085193769,0.014398393,0.368531788,4.31E-06,0.999480657
656,777,325-1-7,8.7,9.2,8.95,0.5,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.072135032,0.010573396,0.360029235,2.83E-06,0.999508757
823,774,325-1-7,0,0.3,0.15,0.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.068752767,0.009568859,0.361235955,2.54E-06,0.999424445
824,775,325-1-7,2.1,2.7,2.4,0.6,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.063870615,0.008357357,0.357542825,2.12E-06,0.999438263
466,779,325-1-9,3.1,7.2,5.15,4.1,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.07091715,0.012034252,0.323206643,3.66E-06,0.9993417
657,781,325-1-9,7.2,8.5,7.85,1.3,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.064927705,0.010233482,0.319010339,2.94E-06,0.999360618
825,778,325-1-9,1.8,3.1,2.45,1.3,Silt,Fine,ML,Yes,Yes,Medium to high,45,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.120719185,0.013155331,0.573621889,2.68E-06,0.999824752
826,780,325-1-9,0,1.8,0.9,1.8,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,,0.243137946,0.024135436,0.787524938,4.01E-06,0.999952487
510,782,AH109.6C,3.4,5,4.2,1.6,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.083944623,0.008736975,0.485756845,1.57E-06,0.999726602
511,783,AH109.6C,0.3,1.9,1.1,1.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.170764139,0.016599414,0.700180732,2.58E-06,0.999911771
512,784,AH109.6C,2.6,3.4,3,0.8,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.161536951,0.014817831,0.697329376,2.21E-06,0.999913564
513,786,AH109.6C,1.9,2.6,2.25,0.7,Organics,Organics,PEAT,No,Yes,Low,8,Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.08935376,0.009824195,0.48923026,1.84E-06,0.999720781
658,788,AH109.6C,7.5,8.1,7.8,0.6,Sand,Coarse,NA,No,Yes,Medium to high,45,Vx,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.140273942,0.017855981,0.578350821,3.95E-06,0.999844752
659,791,AH109.6C,8.1,9.4,8.75,1.3,Sand,Coarse,NA,No,Yes,Low,8,Vx,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.072605775,0.010701175,0.360357837,2.87E-06,0.999507694
827,785,AH109.6C,5,5.9,5.45,0.9,Silt,Fine,NA,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.109992348,0.010988994,0.568382686,2.10E-06,0.999830342
828,789,AH109.6C,5.9,7.4,6.65,1.6,Silt,Fine,NA,No,Yes,Medium to high,45,Vs/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.105940752,0.010224803,0.566282644,1.90E-06,0.999832527
829,790,AH109.6C,7.4,7.5,7.45,0.1,Silt,Fine,NA,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.04681879,0.005582072,0.307256385,1.33E-06,0.999315861
944,787,AH109.6C,9.4,10.4,9.9,1,Till,Till,NA,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.030713098,0.003256057,0.24284355,5.32E-07,0.999302333
514,794,AH109.6N,0.6,1.3,0.95,0.7,Organics,Organics,ORGANICS,No,Yes,High,87,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.314487792,0.027960649,0.864315311,3.44E-06,0.99997644
515,795,AH109.6N,1.3,3,2.15,1.7,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.165614182,0.015590302,0.69860688,2.37E-06,0.999912766
660,792,AH109.6N,5.2,5.7,5.45,0.5,Sand,Coarse,NA,No,Yes,Low,8,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.08079203,0.013043903,0.365798472,3.76E-06,0.99948983
830,793,AH109.6N,3,5.2,4.1,2.2,Silt,Fine,NA,No,Yes,Low,8,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.060398167,0.007544038,0.354763609,1.84E-06,0.999448483
516,796,AH109.6S,4,4.6,4.3,0.6,Organics,Organics,ORGANICS,No,Yes,Low,8,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.083675407,0.008684554,0.485578755,1.56E-06,0.999726897
517,797,AH109.6S,0.2,0.6,0.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.174267577,0.017307554,0.701227351,2.73E-06,0.999911101
518,798,AH109.6S,3.3,4,3.65,0.7,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.158474045,0.014252669,0.696350396,2.09E-06,0.999914169
661,799,AH109.6S,4,5.8,4.9,1.8,Sand,Coarse,NA,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons,0.152989911,0.021220376,0.58338441,5.01E-06,0.99983981
32,801,AH112.2C,2.1,3.5,2.8,1.4,Clay,Fine,NA,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.150104583,0.029373058,0.498203728,2.32E-05,0.998466638
33,803,AH112.2C,3.5,4.4,3.95,0.9,Clay,Fine,NA,No,Yes,Low,8,Vx,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.164856103,0.030240086,0.543773837,2.22E-05,0.998822294
34,804,AH112.2C,1.5,2.1,1.8,0.6,Clay,Fine,NA,No,Yes,Medium to high,45,Vs,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.300243096,0.053363587,0.745341385,3.38E-05,0.99962359
35,805,AH112.2C,1,1.5,1.25,0.6,Clay,Fine,NA,No,Yes,Low,8,Vx,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.178305947,0.035435344,0.548545158,2.77E-05,0.998787467
36,806,AH112.2C,4.4,7.8,6.1,3.4,Clay,Fine,NA,No,Yes,Low,8,Vs,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.154738235,0.026638358,0.539968654,1.86E-05,0.99884931
662,800,AH112.2C,7.8,10.4,9.1,2.7,Sand,Coarse,NA,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.168756214,0.037497902,0.501351247,3.16E-05,0.998655277
663,802,AH112.2C,0,1,0.5,1,Sand,Coarse,NA,No,Yes,Medium to high,45,Vc,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes,0.391653667,0.103234754,0.757806732,8.58E-05,0.999641702
37,807,AH112.2N,3,5.2,4.1,2.2,Clay,Fine,NA,No,Yes,Low,8,Vx,Smooth,Flat,0.1,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.060398167,0.007544038,0.354763609,1.84E-06,0.999448483
38,809,AH112.2N,0.1,3,1.55,2.9,Clay,Fine,NA,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.1,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.124108868,0.013883849,0.575190489,2.89E-06,0.99982304
664,808,AH112.2N,5.2,6,5.6,0.8,Sand,Coarse,NA,No,Yes,Low,8,Vx,Smooth,Flat,0.1,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.080402324,0.01292719,0.365550414,3.72E-06,0.999490656
39,810,AH112.2S,1.5,5.2,3.35,3.7,Clay,Fine,NA,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.053668246,0.0071484,0.313512944,1.86E-06,0.999284889
40,812,AH112.2S,0.3,1.5,0.9,1.2,Clay,Fine,NA,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.126607509,0.0144346,0.576322427,3.05E-06,0.999821793
519,811,AH112.2S,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.083211325,0.010097232,0.445457271,2.08E-06,0.99963261
665,813,AH112.2S,5.2,6.1,5.65,0.9,Sand,Coarse,NA,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes,0.069770765,0.011678651,0.322427373,3.52E-06,0.999345245
1105,816,ENG.YARC03097-01//177_Pit (NTGS 11),9,10.1,9.55,1.1,Coarse till,Coarse,SP,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons,0.110441149,0.013297367,0.528881423,1.02E-06,0.999868451
