,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
1703,I401A - 34,3.8,6.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1705,I401A - 35,0.5,1.5,Clay,CL,No,Yes,,,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1706,I401A - 35,2.4,6.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1707,I401A - 35,1.5,2.4,Clay,CL,No,Yes,,,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1718,I401A - 43,4.6,6.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1719,I401A - 43,3,4.6,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1738,I401A - 49,4.1,5.6,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1740,I401A - 49,5.6,10.2,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1746,I401A - 52,1.1,2.3,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1747,I401A - 52,3.4,4.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1750,I401A - 52,2.3,2.6,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1751,I401A - 52,4.1,5.6,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1752,I401A - 52,2.6,3.4,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1773,I401A - 57,7.6,9.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1775,I401A - 57,0,3.8,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1776,I401A - 59,5.8,9.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1779,I401A - 60,1.8,3,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1780,I401A - 60,0,1.8,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1788,I401A - 61,6.1,7,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1792,I401A - 64,0,1.5,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1793,I401A - 64,2.3,6.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1794,I401A - 64,1.5,2.3,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1800,I401A - 68,1.8,6.1,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1846,I401A - P6,1.2,1.5,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,3,
1847,I401A - P6,1.5,9.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,3,
1848,I401A - P6,0,1.2,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,3,
1850,I401A - P7,2.7,3,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
1851,I401A - P7,6.1,8.2,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
1852,I401A - P7,8.2,10.7,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
1853,I401A - P7,3,6.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
1861,KP7 - P1,1.5,3,Clay,CL,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1863,KP7 - P1,3,4.3,Clay,CL,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1864,KP7 - P1,0.2,1.5,Clay,CL,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1868,KP7 - P2,2.3,3.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
1870,KP7 - P2,0.3,1.5,Clay,CL-ML,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
1872,KP7 - P3,0.3,3.7,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1875,KP7 - P3a,3.1,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1876,KP7 - P3a,0.5,3.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1886,PW10 - 12,4.6,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1887,PW10 - 12,0.2,1.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1890,PW10 - 12,3.1,5.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1891,PW10 - 12,1.2,1.8,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1894,PW10 - 14,1.5,3.1,Clay,CH,No,Yes,,,0,0,0,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1895,PW10 - 14,0.6,1.5,Clay,CH,No,Yes,,,0,0,0,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1898,PW10 - 16,0.3,1.8,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1901,PW10 - 18,3.7,6.4,Clay,CL,No,Yes,,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1905,PW10 - 18,6.4,8,Clay,CL,No,Yes,,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1916,PW10 - 21,0.2,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1918,PW10 - 22,4.6,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1920,PW10 - 22,1.2,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1926,PW10 - 28,0.2,1.8,Clay,CL-ML,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1927,PW10 - 28,3.1,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1928,PW10 - 28,1.8,3.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1930,PW10 - 30,0.2,3.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1931,PW10 - 30,3.1,4.6,Clay,CL,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1935,PW10 - 33,4.6,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1937,PW10 - 33,6.1,7.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1938,PW10 - 33,2.7,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1946,PW10 - 8,1.5,3.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1947,PW10 - 8,3.1,5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1948,PW10 - 8,1.4,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1957,PW10 - P4,9.1,10.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
1958,PW10 - P4,1.5,3.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
1960,PW10 - P4,7.6,9.1,Clay,CL,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
1961,PW10 - P5,4,10.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
1965,PW11 - 10,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
1966,PW11 - 10,1.5,2.7,Clay,CL,No,Yes,,,0,0,0,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
1976,PW11 - 16,0.2,1.8,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
1978,PW11 - 16,4.6,8,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
1979,PW11 - 16,3.8,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
1980,PW11 - 16,8,8.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
1982,PW11 - 17,0,1.5,Clay,CH,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1983,PW11 - 17,3.1,6.1,Clay,CH,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1984,PW11 - 17,1.5,3.1,Clay,CH,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1985,PW11 - 18,1.5,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1987,PW11 - 18,0.2,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1998,PW11 - 22,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1999,PW11 - 22,4.6,6.1,Clay,CH,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2000,PW11 - 22,1.5,4.6,Clay,CH,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2005,PW11 - 6,0.1,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2007,PW11 - 6,3,7.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2008,PW11 - 6,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2010,PW11 - 8,0.1,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2011,PW11 - 8,1.5,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2012,PW11 - 9,2.4,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,
2013,PW11 - 9,3,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,
2018,PW11 - P2,3.7,10.1,Clay,CH,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2019,PW11 - P2,0,3.7,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2025,PW12 - 12,8,10.3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2026,PW12 - 12,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2027,PW12 - 12,1.5,8,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2028,PW12 - 19,3,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2029,PW12 - 19,6.1,8,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2030,PW12 - 19,8,10.3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2031,PW12 - 19,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2032,PW12 - 19,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2033,PW12 - 25,1.1,2.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2035,PW12 - 25,0.1,1.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2036,PW12 - 25,2.5,8,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2037,PW12 - 25,8,10.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2038,PW12 - 31,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2039,PW12 - 31,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2040,PW12 - 31,3,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2041,PW12 - 31,4.6,10.3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2042,PW12 - 32,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2043,PW12 - 32,3,7.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2044,PW12 - 32,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2045,PW12 - 32,7.6,10.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2046,PW12 - 34,0.2,0.9,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2047,PW12 - 34,0.9,7,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2049,PW12 - 43,5.6,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2050,PW12 - 43,0.1,1.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2051,PW12 - 43,1.1,5.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2053,PW12 - 48,5.6,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2054,PW12 - 48,1.1,2.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2055,PW12 - 48,2.6,4.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2056,PW12 - 48,4.1,5.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2058,PW12 - 48,0.1,1.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2059,PW12 - 55,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2060,PW12 - 55,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2061,PW12 - 55,3,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2062,PW12 - 56A,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2063,PW12 - 56A,3,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2064,PW12 - 56A,4.6,10.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2066,PW12 - 57,4.3,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2067,PW12 - 57,0,4.3,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2068,PW12 - 58,1.5,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2069,PW12 - 58,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2070,PW12 - 58,4.6,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2071,PW12 - 60,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2073,PW12 - 60,1.5,3,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2074,PW12 - 67,2.6,4,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2076,PW12 - 67,4,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2079,PW12 - 68,1.1,4.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2080,PW12 - 68,4.1,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2082,PW12 - 69,2.6,4.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2085,PW12 - 69,5.6,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2086,PW12 - 69,4.1,5.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2088,PW12 - 69,2,2.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2089,PW12 - 70,2.6,3.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2091,PW12 - 70,5.6,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2092,PW12 - 70,4.1,5.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2093,PW12 - 70,3.5,4.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2095,PW12 - 71,0.1,0.9,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2097,PW12 - 71,5.5,7,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2098,PW12 - 71,1.5,4,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2099,PW12 - 71,4,5.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2100,PW12 - 71,0.9,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2102,PW12 - 72,4.1,7.2,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2103,PW12 - 72,1.1,2.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2104,PW12 - 72,2.6,4.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2106,PW12 - P1,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2107,PW12 - P1,3.1,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2108,PW12 - P1,1.5,3.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2109,PW12 - P2,1.5,6.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2110,PW12 - P2,0,1.5,Clay,CL,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
2112,PW12 - P3,1.5,4.6,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2113,PW12 - P3,4.6,10.1,Clay,CL,No,Yes,,,0,0,0,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
